screen_name,description,url,followers_count,friends_count,listedcount,favourites_count,verified,statuses_count,default_profile,default_profile_image,has_extended_profile,name,bot,ff_ratio,modified_date,last_numeric,sn_length,sn_digitcount,sn_lastone,desc_length,diversity,null_url
MauriceEdu,Professional Soccer player for the US National Team and Captain of the Philadelphia Union. The Dream starts when u wake up! IG: @MauriceEdu,https://t.co/ZGUYlDDi04,3,2,3,3,1,3,0,0,0,Maurice Edu,0,1721,2009-06-28,False,8,0,56,137,45,1
EvoBehGe_papers,Twitterbot of Evolutionary Behavioural Genetics papers in #PubMed. Curated by @darrenjparker,,1,0,1,0,0,1,0,0,0,EvoBehGenPapers,1,1204,2014-09-16,False,13,0,54,90,34,0
hotsootuff_bot,"[ 90.02.10 ] __ï¥Û„_æñ¥ï„ __ƒ_ƒÅ ¥‰_ (bot) __Û¥æ_¥æ_. / I'm not real, This is Sooyoung of SNSD Bot Account : ) / ¥__êïî ¥çè ¥©ƒ_Ûƒ_ù„ ê‰„¥_Î ¥‰_¥_ ¥__¥_ï ê‚‰ ¥_ñ¥____î. / __´¥è  15. 08. 22 ~ ing",https://t.co/IteTyCWBXB,2,1,2,0,0,2,1,0,1,SooYoung_bot,1,1332,2011-03-16,False,12,0,55,166,13,1
SmallWonderBand,I am endless,https://t.co/yZAVdOIQOL,2,1,1,3,0,2,0,0,0,Small Wonder,0,1052,2013-04-28,False,13,0,39,10,28,1
hotspot_papers,Daily RSS Feed for Protein Hot Spot Prediction papers. Maintained by @selinkaragulle,,0,0,1,0,0,0,1,0,0,Hot Spot Prediction,1,1020,2014-02-26,False,12,0,54,82,20,0
cornxaxier,"Just a normal otaku, semi-hikkimori ,an average gamer,strange modern cowboy,a lonely soldier boy and a lethargic worker.",https://t.co/5TeVDHAT0B,1,2,1,2,0,1,0,0,0,Cornelius Xaxier,0,419,2010-12-01,False,8,0,53,118,34,1
WeAreTheUsed,Get VIP packages + tickets for our 2016 U.S.15th anniversary tour + buy our acoustic CD/DVD at https://t.co/jULQnelq5X #TheUsed15,https://t.co/etj6dvuavw,3,3,3,2,1,2,0,0,0,The Used,0,1138,2008-03-13,False,10,0,39,127,29,1
SciTechRangers,"I'm a PC technician who shares free apps and news about gadgets, technology & science with some humor. I don't read DMs so tweet me. Beware of mad robots!",http://t.co/jQ3DPHS9mN,3,3,3,3,0,3,0,0,0,SciTech Scotty,1,829,2009-07-26,False,12,0,54,152,40,1
bobbysmith1189,teen,,0,1,0,0,0,0,1,0,0,Bobby Smith,1,144,2017-02-17,True,12,4,9,2,33,0
tarasz93,,,0,1,0,3,0,0,1,0,0,tz,0,253,2011-11-06,True,6,2,3,1,42,0
nicovega,"@realajavolkman, @danielepand, @richk",https://t.co/jTwJrAsvIR,3,3,2,3,1,2,0,0,0,Nico Vega,0,1181,2008-05-29,False,6,0,36,35,51,1
beiwiqe25,Official Twitter for Young Money Entertainment,,0,2,0,1,0,0,1,0,0,beiwiqe25,1,23,2016-12-23,True,7,2,5,44,32,0
scottzabielski,"Executive Producer/Director - Jim Jefferies Show, Tosh.0, VICE, that one Doritos Super Bowl commercial - great father, serviceable husband.",,2,2,1,3,1,1,0,0,0,Scott Zabielski,0,1022,2008-03-19,False,12,0,44,137,33,0
MindaHjello19,Mediehuset 5080,,0,3,0,2,0,1,0,0,0,Minda Hayes,1,87,2015-01-01,True,11,2,9,13,48,0
eatdicks4health,,None,0,1,0,0,0,0,1,1,0,FUCKFACE,1,181,2017-03-12,False,13,1,43,1,28,0
BecauseBot,This is a bot to explain things like love and hate. Why? Because bots. Crufted with care by @samplereality.,,1,0,2,0,0,2,1,0,0,Because Bot,1,1388,2013-11-19,False,8,0,55,105,34,0
jstanfordtulsa,Tulsa Enthusiast. Accountant.  Entrepreneur. Volunteer.,,1,2,1,2,0,0,0,0,1,jessica stanford,0,381,2009-10-09,False,12,0,36,53,33,0
BLjellox,"Utne Reader is a digest of the new ideas and fresh perspectives percolating in arts, culture, politics & spirituality. Not right or left, but forward thinking.",,0,2,0,1,0,0,1,0,0,Blaine Long,1,18,2017-12-07,False,6,0,59,157,42,0
jeff_green22,From the DMV and loving life,http://t.co/yQgLkvLFSu,3,1,3,0,0,2,0,1,0,Jeff green,0,1398,2009-09-25,True,10,2,2,26,21,1
xzavierm18,"Passionate about helping people elevate themselves & others, building culture & engaging employees. Proud father of 2 girls and married to my best friend.",,0,2,0,2,0,1,1,0,0,xzavierm18,1,69,2016-09-09,True,8,2,8,152,51,0
555uhz,,,2,0,2,0,0,1,1,0,0,555 ŒµHz,1,1829,2014-12-03,False,4,3,61,1,21,0
X_of_Y,"I am the Sigmund Freud of cleansing tissues, the Friedrich Nietzsche of somersaulting, the Spider Man of killin'",,1,0,1,1,0,2,0,0,0,I am the X of Y,1,1277,2014-03-09,False,4,0,35,110,38,0
ShakirVip,Shakir Chodhri  i,,0,1,0,0,0,0,1,0,1,Shakir Chodhri vip,1,428,2017-12-03,False,7,0,51,15,44,0
ranjit,"sound sculpture, experimental music, installation. twitter projects: @pentametron, @earwormreport, more: http://t.co/yYOdxC7R1B",http://t.co/ukAYMqnTfU,2,3,2,3,0,2,0,0,0,Ranjit Bhatnagar,0,859,2007-02-16,False,4,0,55,125,51,1
"""Gravity_Ireland""","""Social Media Management, SEO, Web Design, Graphic Design and Event Management. Follow us for good luck! Luck is VAT exempt. Instagram: @gravity_ireland""","""https://t.co/7UIrQ4Yg0G""",2,3,2,2,0,1,0,0,1,"""GravityEntertainment""",1,524,2015-10-26,False,15,0,26,151,37,1
octavianasr,Multiple award-winning journalist specializing in Middle East affairs & Islamic fundamentalism. @CNN'er for life! https://t.co/Kmt4rXLatW,https://t.co/PYQ41ED2ea,3,3,3,3,1,3,0,0,0,Octavia Nasr,0,1666,2008-04-24,False,9,0,53,135,36,1
_The_Thief,"What @youarecarrying giveth, the Thief may taketh. A hyperactive fiction bot by @samplereality.",,2,3,2,0,0,2,1,0,0,The Thief,1,391,2014-07-06,False,8,0,41,93,16,0
"""megananomous""","""there is NO FLASH without Iris West __ #love __""","""https://t.co/NZvxJEqYPB""",2,3,2,3,0,3,0,0,1,"""Meg _""",0,741,2009-04-17,False,12,0,26,47,20,1
Nematode_papers,Twitter bot searching the web for new journal articles on #nematodes,,1,1,1,1,0,2,1,1,0,Nematode_papers,1,877,2014-11-18,False,13,0,54,66,28,0
evanescence_exe,bot by @ckolderup äó¢ #botALLY,,1,0,1,1,0,1,0,0,0,ElectronicVanescence,1,1312,2017-02-05,False,13,0,40,28,9,0
aaroncarter,NEW AARON CARTER MUSIC DOWNLOAD LINK LíŸVí‚ EP https://t.co/aScmCVBsmN PR inquiries: Chad@emcbowery.com SnapChat | AxCarter,,3,3,3,3,1,3,0,0,1,Aaron Carter,0,1028,2009-04-23,False,9,0,53,121,19,0
HHShkMohd,Official Tweets by His Highness Sheikh Mohammed bin Rashid Al Maktoum,http://t.co/kNGLtNWsxv,3,1,3,0,1,2,0,0,0,HH Sheikh Mohammed,0,1985,2009-06-03,False,7,0,39,67,32,1
STaafunnyx,"ALO audio designs and creates portable headphone amplifiers, audio interconnects and the flagship headphone amplifier, Studio Six.",,0,2,0,2,0,0,1,0,0,Stasia Adams,1,31,2016-02-02,False,8,0,59,128,34,0
NeverGiveUp_EN,Secretly triggered subtweetbombing encouragement bot inspired by https://t.co/EMTnCTpOxx,,1,1,1,1,0,1,1,0,0,Never Give Up!!,1,674,2014-07-02,False,12,0,23,86,26,0
JessicaGottlieb,Social media made me unemployable. I'll probably be your next president. https://t.co/9ipdRVuaPX 818.486.9363 @huawei KOL cofounder @wearemidlife,https://t.co/3x1Mai25MH,3,3,3,3,0,3,0,0,1,Jessica Gottlieb,0,970,2008-07-02,False,13,0,37,143,28,1
"""PoGoCV""","""Providing Tweets of the rarest and rare battle of the best Pokemon in the East Chula Vista area. All Times Til Hidden (TTH) are approximate.\n\nDonations welcome.""","""https://t.co/ZxOnj75YEd""",2,1,2,1,0,3,1,0,0,"""PoGo Chula Vista""",1,1286,2017-10-05,False,6,0,26,162,29,1
Mgroffenberger,"Real American, City dweller, west coast transplant, born in the rust belt, raised in New England",,0,2,0,1,0,0,1,0,1,Michael,0,184,2009-03-02,False,12,0,53,94,13,0
"""miel""","""once a baby now a baby""",null,3,2,2,3,1,2,0,0,1,"""miel""",0,1395,2012-12-01,False,4,0,26,22,38,0
christianbok,Experimental Poet,,2,1,3,3,0,3,0,0,0,Christian Bok,0,1387,2009-12-03,False,10,0,46,15,47,0
NothemDonella,Your diac No,,0,1,1,2,0,0,1,0,0,Donella Nothem,1,133,2017-12-07,False,11,0,36,10,31,0
EveryBookBot,"Tweeting every book. A bot by @gangles, data from @googlebooks, random subjects from @wordnik.",https://t.co/TPbvgkgnew,1,1,2,0,0,3,1,0,0,Every Book,1,1133,2014-08-24,False,10,0,55,92,29,1
moonshotbot,"Tweeting pics from the Project Apollo Archive, four times a day. Not affiliated with the Project Apollo Archive. // a bot by @tinysubversions",https://t.co/8fYJI1TWEs,2,0,2,0,0,1,0,0,0,Moon Shot Bot,1,1593,2015-10-03,False,9,0,55,139,19,1
arpeggio_bot,"I tweet random arpeggios. My friend @mididittyBOT sings them for me. To learn my notation, visit http://t.co/o5SYTE11ku. Made with #cheapbotsdonequick.",https://t.co/oYT0t167gs,0,1,1,1,0,2,0,0,1,Arpeggio Bot,1,679,2016-09-16,False,10,0,55,149,38,1
conchoss,,,0,1,0,1,0,0,1,0,0,Jeremy Cski,0,370,2013-10-27,False,6,0,54,1,18,0
Shadow_Bot_PKMN,beep. I'm a bot. what? whose bot? Shadow's. that's whose bot I am! now go and make me a sandwich!,,1,2,1,0,0,3,0,0,0,Skittles (Umbott~),1,576,2012-11-25,False,13,0,23,95,41,0
vickyyyy_k,Michigan State grad. I got hot sauce in my bag.,,1,2,1,3,0,3,0,0,1,VK,0,410,2010-06-28,False,8,0,46,45,16,0
HAL_4500,An older model _—¢ Delivering garbled @daringfireball headlines to the crew _—¢ A bot by @ashur _—¢ With apologies to @gruber,,0,0,1,0,0,0,0,0,1,HAL 4500,1,985,2016-11-05,True,6,4,0,123,42,0
markschlereth,Cohost of @StinkAndEvans...Co-Owner of SGGC https://t.co/ukc39KEOv1 Check out my podcast The Stinkin' Truth https://t.co/MZM0ggApV9 T-Shirts https://t.co/ptPaeOjZLD,https://t.co/N6r96XQV5X,3,3,3,2,1,3,0,0,0,mark schlereth,0,1543,2009-05-21,False,11,0,43,162,31,1
Rajesh242Rajesh,,,0,1,0,0,0,0,1,0,1,rajesh gangavarapu,0,506,2012-07-05,False,13,3,43,1,9,0
Bearmod,Artist and Technologist.  http://t.co/NDLlhW5DDf,http://t.co/BiK4wQhi0w,1,2,1,1,0,1,0,0,0,Tyson Parks,0,567,2009-07-19,False,5,0,39,46,51,1
tim_cook,"CEO Apple, Fan of Auburn football and Duke basketball",,3,1,2,3,1,1,0,0,0,Tim Cook,0,1973,2013-07-31,False,6,0,46,51,42,0
adorasv,"Writer, feminist, UC Berkeley '18 studying intl development & South Asia. Spoke at TED, UN Youth Forum. I like goat cheese. https://t.co/FSgiUHco73",https://t.co/tQ004XuS8N,2,2,3,3,0,2,0,0,0,Adora Svitak,0,1088,2009-04-21,False,5,0,57,145,40,1
TonyFergusonXT,Fam Man | Fighter | Future Champ | Gamer | #SnapDownCity | Choking Necks & Cashing Checks | Team@Pursue_Fitness,https://t.co/XfF4Xfn4Rs,3,3,3,3,1,2,0,0,0,Tony Ferguson,0,1271,2011-03-13,False,12,0,30,109,33,1
DerrenBrown,Prince of Eternia and Defender of the Secrets of Castle Grayskull. Dislikes blue cheese.,http://t.co/etCuYmNycV,3,1,3,2,1,3,0,0,0,Derren Brown,0,1944,2009-03-20,False,9,0,49,86,19,1
loritas16,"CEO & Science Based Sales Trainer, Sales Keynote Speaker, Sales Coach, Sales Behavioral Strategist",,0,2,0,2,0,0,1,0,0,Lorita Bailey,1,8,2016-11-25,True,7,2,6,96,51,0
monfactory_bot,"Tweets quotes [every hour] from Polygon's Monster Factory, starring Griffin and Justin McElroy! [run by @_AzureDragoon]",https://t.co/AWgLuV8s9J,2,0,2,0,0,2,0,0,0,Monster Factory Bot,1,1734,2016-07-27,False,12,0,55,117,33,1
shannonleetweed,@NickTSimmons @sophietsimmons @genesimmons @genesdoggeorge #imstillwithher,https://t.co/YImcMrPskL,3,3,3,3,1,3,0,0,1,Mrs ShannonTSimmons,0,1547,2009-04-21,False,13,0,39,72,21,1
DeRayDavis,_ôÍ«WIN_ôÍ«,https://t.co/GLOS2YdCFk,3,3,3,2,1,3,0,0,1,DeRAY DAVIS,0,1450,2009-05-07,False,8,0,54,9,34,1
acrohub,"Understand that your not alone, there is support for those diagnosed or curious about #Acromegaly. For more information: https://t.co/FXg432cnbZ",https://t.co/tcS7CskgRr,0,1,0,2,0,0,0,0,0,The Acromegaly Hub,0,340,2016-11-09,False,5,0,37,142,51,1
Keifer67684948,,,0,1,0,0,0,0,1,1,0,Keifer,1,141,2017-12-03,True,12,8,8,1,26,0
tomgreenlive,On my standup comedy tour now! Details at https://t.co/2zXkcRPGgX,https://t.co/4Ou2OZsnfH,3,3,3,3,1,3,0,0,0,Tom Green,0,1298,2009-10-01,False,10,0,40,63,38,1
V_and_A_Bot,I tweet a random object from the collection of the Victoria and Albert Museum four times a day. Bot by @backspace (not affiliated with @V_and_A),https://t.co/UgOOFsPRTy,2,0,2,0,0,1,0,0,0,Victoria Albert Bot,1,1492,2014-11-10,False,9,0,55,142,36,1
Eyescaler,"Tweet a selfie at this bot, get back the picture with eyes enlarged. Twin of @botstache. Operated by @zhuowei.",https://t.co/VoYb4oxzvk,1,0,1,0,0,1,1,0,0,Eyescaler,1,1326,2014-04-10,False,7,0,53,108,44,1
custom_ms,,,0,0,1,0,0,2,1,1,0,Custom Manuscripts,1,969,2014-09-04,False,7,0,54,1,32,0
sull,"Fringe Technologist - Balance, Timing, Fortitude, Appreciation",https://t.co/Tc3JqTauPl,2,2,2,3,0,3,0,0,0,Michael Sullivan,0,961,2007-03-15,False,2,0,47,60,29,1
WhatTheFare,I'm an Uber bot. Tweet me your pick-up and drop-off points and I'll estimate your Uber fare. Written by @labnol,http://t.co/nemWgEwx0l,2,0,1,1,0,1,0,0,0,What the Fare,1,1415,2015-08-01,False,9,0,40,109,27,1
JEveryword,In loving memory. #taskcomplete #botALLY #thankUbasedJEDict (by @BooDooPerson),http://t.co/X2XimM5nxG,1,0,2,0,0,3,1,0,0,ÎƒÂ_€Â,1,1375,2014-06-07,False,8,0,39,76,45,1
NYPLpostcards,"I am a bot that posts random postcards from the New York Public Library, four times a day. Bot by @backspace (Not affiliated with @NYPL)",,1,0,2,0,0,1,1,0,0,NYPL Postcard Bot,1,1379,2016-10-07,False,11,0,54,134,48,0
nivieira,Let me cover your shit in glitter,,1,1,1,3,0,3,0,0,0,Ni,0,840,2009-05-19,False,6,0,36,31,29,0
LACMAbot,I tweet a random object from the collection of the Los Angeles County Museum of Art four times a day. Bot by @backspace (not affiliated with @LACMA),https://t.co/ji7cttLvAU,1,0,1,0,0,1,1,0,0,LACMA Bot,1,1280,2016-08-28,False,6,0,55,146,42,1
theDesireBot,"Twitter bot, posting tweets starting with 'I just want...' + random Flickr image. Updates 2x per hour. // Made by @avoision, powered by everyone else.",,1,0,2,1,0,3,0,0,0,Desire Bot,1,1316,2015-11-07,False,10,0,55,148,29,0
st_vincent,'St. Vincent' out now. Buy: http://t.co/ATBUTO9WIo | | Tour Tickets: http://t.co/WLPLabRm2d,http://t.co/PoICq4IAfK,3,1,3,3,1,2,0,0,0,St. Vincent,0,1832,2008-12-31,False,8,0,55,89,34,1
scientificpaper,,http://t.co/roXYt2kd3l,1,0,1,0,0,3,1,1,0,scientificpapers,1,1291,2014-03-31,False,13,0,53,1,21,1
amyschumer,On tour - tickets on-sale here: https://t.co/u2LfstdCwR,https://t.co/K2UeJviB97,3,3,3,3,1,2,0,0,0,Amy Schumer,0,1762,2009-07-09,False,8,0,53,53,45,1
ImportantAnimal,Showcasing some of the most important animals around!,https://t.co/GzpNVghorK,1,0,1,0,0,2,1,0,0,Important Animal,1,1282,2014-10-12,False,13,0,47,51,28,1
"""ulat_bulu_bulu""","""Tengah baca Novel #KeranaKauBidadari & #CintaDuaZaman -- Tak buat tweet berbayar --""",null,3,3,2,3,0,2,1,0,1,"""Bulu Bulu Kehidupan""",0,1273,2014-03-18,False,14,0,26,83,2,0
mattdusk,"Jazz Singer, Crooner, Almost Dancer... Old school music is my game.",https://t.co/wTg2uva7lo,3,3,3,3,1,2,0,0,0,Matt Dusk,0,1183,2009-08-24,False,6,0,46,65,42,1
MobilityErnest,"multilevel marketing,mmm. monitec, zewang, achieveyodreams, E.T. C.",,1,3,0,0,0,0,1,0,1,Ernest,1,277,2012-10-14,False,12,0,55,65,40,0
CancerPapers,Stay abreast of the latest developments in the fight against cancer with daily publications curated from PubMed.,,2,1,2,1,0,3,1,0,0,Cancer Papers,1,974,2015-06-15,False,10,0,54,110,29,0
yeahashleyrober,"Wearer of many hats, at Galois, Inc.",,0,2,0,2,0,0,1,0,0,yeahashleyrober,1,22,2017-12-03,False,13,0,53,34,16,0
AliGPincus,Mommy of three. A local and global citizen. Co-founder of @onekingslane and @hellomazel,https://t.co/rs9nVhERyR,2,3,2,2,0,1,0,0,0,Alison G Pincus,0,1012,2011-04-07,False,8,0,54,85,45,1
_blackobs,"Broadcasting live from covert surveillance cameras, one midnight observation at a time.",https://t.co/GVlymckHnZ,1,0,1,0,0,2,0,0,0,blackobs,1,1342,2016-11-08,False,7,0,54,85,44,1
"""b2a6813979744ac""","""""",null,0,1,0,0,0,0,1,1,0,"""Hta Hnaung Nyo""",1,199,2014-12-27,False,15,11,26,0,25,0
KlankbaanBang,"Um blog sobre filmes, trilhas sonoras e curiosidades! Descontra’_do e ecl’©tico! Siga a gente para receber as novidades!",http://t.co/NlhSwhuvIp,1,3,1,0,0,0,1,0,0,Klankbaan Bang!,0,328,2012-05-25,False,11,0,42,118,17,1
coopaula_reedxx,"Infovis, SVG, Go Programming Language, Processing, REST, Web Architecture",,0,2,0,1,0,0,1,0,0,coopaula_reedxx,1,9,2016-12-27,False,13,0,59,71,28,0
PlayboyMic,Singer/Songwriter/Artist/Producer/Vegan/Fitness Fanatic/1/2 of The Gordon Brothers/Alien : Owl : Starseed/ Made In Chicago...  FOLLOW MY IG: @ MONEYMIC,https://t.co/UN3iUS7dg3,3,3,3,2,1,3,0,0,1,The Gordon Brothers,0,794,2009-03-19,False,8,0,38,149,45,1
biorxiv_neursci,,,2,0,2,0,0,1,1,0,0,bioRxiv Neuroscience,1,1697,2016-06-29,False,13,0,44,1,34,0
BMPBug,"My BMP converter has a bizare bug, send me pictures and you'll see. I am a strong believer in the full potential of other bots. See terms in link.",https://t.co/S7QmaGvbrE,2,1,2,0,0,3,1,0,0,BMPBug,1,980,2014-12-02,False,4,0,42,144,38,1
DeathBot9,"I make video games, and have a beautiful wife with 4 boys. It's nutty!",http://t.co/w20yVTyQZc,2,2,2,2,0,1,0,0,0,Chris Taylor,0,1000,2009-07-02,True,7,1,9,68,44,1
DSWalsh6,we have our own refugees this would be our first Nations and  Inuit,,0,1,0,1,0,0,1,1,1,D.S.Walsh,1,249,2016-12-04,True,6,1,6,65,51,0
taychilders,design dame by day ~ type slayer by night,https://t.co/Szc0M83NAW,2,2,2,3,0,2,0,0,1,Taylor Childers,0,638,2009-07-30,False,9,0,54,39,51,1
neverwords,"Every combination of letters that is not an English word, including some common slang and jargon. Task will complete long after we're dead. An @_ARP bot.",http://t.co/G5VgZpsQn0,2,0,2,0,0,3,1,0,0,Neverwords,1,1473,2014-05-28,False,8,0,54,151,34,1
ReadtoGrowCT,"Read to Grow promotes language-building and literacy for children, beginning at birth, and supports parents as their babies' first teachers.",http://t.co/hEeAj4poni,2,3,2,2,0,1,0,0,0,Read to Grow,0,578,2012-11-27,False,10,0,30,138,47,1
AgusBJ_GD,,https://t.co/d6Zbdhb61S,1,1,0,2,0,0,1,0,0,AgusBJ,1,500,2016-11-30,False,7,0,13,1,51,1
ducknoteprice,,,0,0,1,0,0,1,1,0,0,duckNote,1,959,2014-08-25,False,11,0,40,1,39,0
feliciaday,"Actress, New Media Geek, Author, Gamer, Misanthrope. I like to keep my Tweets real and not waste people's time.",http://t.co/Ux6UdnRk8F,3,2,3,3,1,3,0,0,1,Felicia Day,0,1843,2007-07-31,False,8,0,60,109,34,1
SeanKingston,IN GOD I Trust.. Music is the way of Life!! New Music At https://t.co/ybgd63JmZN Show Bookings:https://t.co/Gj9kCZx9Cj,https://t.co/CR4sYkRhXT,3,3,3,2,1,3,0,0,0,SEAN KINGSTON Œ©,0,1818,2009-03-10,False,10,0,49,116,38,1
jhouss_,,https://t.co/cPyOAEM9nz,1,2,1,3,0,2,0,0,0,"Estevan, Jonathan.",0,797,2010-09-28,False,5,0,26,1,40,1
SluttySara,,,2,2,1,1,0,3,0,0,0,Christine Patterson,1,1107,2010-02-05,False,8,0,36,1,24,0
"""SydneyPogoMap""","""Rare and strong Pok_mon in Sydney. See more Pok_mon at https://t.co/wV8awxCcnn""","""https://t.co/wV8awxCcnn""",2,0,1,1,0,3,1,0,0,"""Sydney Pok_mon Alert""",1,1680,2017-01-10,False,13,0,26,78,34,1
TheHackerBOT,Its a BOT which retweets the tweets by Hackers & Hacking News around the globe. Made to connect Hackers around the Globe. This BOT is made by @biswassudipta05,,2,0,3,1,0,3,1,0,0,The Hacker BOT,1,1471,2016-04-28,False,10,0,30,156,38,0
JDayral,,,1,3,2,3,0,2,0,0,0,MADAME.REVE,0,401,2015-04-25,False,5,0,47,1,40,0
knowkenny,Comedian. Writer. Been cheering up people since 2010.,https://t.co/ANW7La3gbl,3,2,2,3,1,2,0,0,0,Kenny Sebastian,0,1653,2013-04-13,False,7,0,60,51,21,1
hexa_tech,Looking for an answer for every  tech problem? It's all on Hexa. We create support articles for all devices so you can get the problem fixed right away.,https://t.co/soCTY0MKwD,1,3,0,0,0,0,0,0,0,Hexa Technologies,0,424,2015-12-18,False,7,0,43,150,32,1
fruitWormPapers,"Continuous, auto-updated feed of #Celegans (and other Caenorhabditeae) of fruit or wherever they may be -- PubMed, arXiv, bioRxiv, and @PeerJ PrePrints.",https://t.co/ntejtnROBq,1,1,1,0,0,2,0,0,0,Fruit Worms,1,1110,2014-11-04,False,13,0,54,150,41,1
Kenny_Mayne,,https://t.co/zpkeCQlkYg,3,3,3,2,1,3,1,0,0,Kenny Mayne,0,1572,2009-03-26,False,9,0,40,1,19,1
Kaiser_1917,The official Twitter account of the German Empire.,https://t.co/8EKGqVmaJR,2,1,2,0,0,0,1,0,0,Kaiser Germany,0,1311,2016-11-24,True,9,4,7,48,46,1
thenewharperlee,"A list of hitherto-unpublished Harper Lee novels. Bot by @hugovk, inspired by https://t.co/5gF8HFq0NT",https://t.co/nhFpmWcYwZ,1,1,1,0,0,1,0,0,0,The New Harper Lee,1,847,2015-06-08,False,13,0,40,99,16,1
Eve6,https://t.co/4p5lMa6faA @maxcollinsmusic @tonyfyeah @jonsiebels,https://t.co/o5hUxFQwNa,3,1,3,3,1,1,0,0,0,Eve 6,0,1617,2008-12-09,True,2,1,6,61,51,1
Juicy_JessieG,,,2,3,1,3,0,2,0,0,1,Jessie G,0,429,2011-06-01,False,11,0,16,1,23,0
NateDiaz209,"Were at the Graciefighterlodi gym 1744 ackerman dr lodi ca come train. For Seminars, Appearances and other business contact mike@realtalkent.co Tel 408-583-7220",https://t.co/qYUxerLLFY,3,2,3,3,1,1,0,0,0,Nathan Diaz,0,1732,2009-06-29,True,9,3,9,158,46,1
charitywater,We're bringing clean and safe drinking water to people in need around the world.,https://t.co/ihmj9Q9ljD,3,3,3,3,1,2,0,0,1,charity: water,0,1001,2009-03-26,False,10,0,53,78,29,1
HottestStartups,We love #innovation and are always thinking of the next #disruptive startup #idea! // a bot by @tinysubversions,http://t.co/3gDtETAFpu,2,0,2,0,0,2,1,0,0,Hottest Startups,1,1664,2015-11-06,False,13,0,54,109,21,1
A20989664A,Free Follow for @jalfiebutler ... follow back please or I'll unfollow _ô»‰,,0,3,0,1,0,0,1,1,0,READ BIO,1,169,2016-12-24,False,8,8,10,72,24,0
yokoono,"IMAGINE PEACE: Think PEACE, Act PEACE, Spread PEACE.",https://t.co/DnyXu6JwmD,3,3,3,2,1,3,0,0,0,Yoko Ono,0,988,2008-11-27,False,5,0,50,50,13,1
ParisHilton,Check out my new Plastik Magazine #cover on stands now!,https://t.co/ExhRTrVmJo,3,3,3,3,1,3,0,0,0,Paris Hilton,0,1752,2009-03-17,False,9,0,49,53,46,1
desires_exe,bot by @ckolderup äó¢ #botALLY,,1,0,2,0,0,3,0,0,0,UnconventionalDesire,1,1351,2015-02-18,False,9,0,40,28,19,0
landscapesorter,I'm a robot so landscapes don't make any sense to me. Instead I will diligently sort their pixels. Much better! Tweets every two hours.,https://t.co/XDHhBg4AaC,0,0,1,0,0,1,0,0,0,Landscape Sorter,1,959,2016-11-05,False,13,0,53,133,28,1
PlantEcologyBot,Automatically tweets ecological content from journals in plant biology. Auto filtering used to select content. Maintained by @EcoEvoGames,http://t.co/SRwiZRjoqU,2,0,2,1,0,1,0,0,0,PlantEcologyBot,1,1461,2013-07-01,False,13,0,55,135,28,1
kaiquegamela20,,,0,1,0,0,0,0,1,1,0,kaique,0,160,2013-07-25,True,12,2,0,1,33,0
nightsailer,"A Perl/PHP programmer, Co-founder & Architect of http://t.co/6e7arfIMni.",http://t.co/iNLW4wOvZB,2,2,1,2,0,1,1,0,0,Night Sailer,0,864,2009-12-24,False,9,0,53,70,46,1
guijaoml,"Marketing guy, social gadfly, and general man about town",,0,2,0,2,0,0,1,0,0,Dashawn Robinson,1,32,2016-01-31,False,6,0,47,54,51,0
WiseWrestlers,Falsely attributes inspirational quotes. Tweets every 6 hours:  A bot by @gormanate,https://t.co/1hoAZOFS8k,1,0,1,0,0,1,1,0,0,Wrestler Quotes,1,1202,2014-04-07,False,11,0,54,81,10,1
everywordisgay,Every word in the English language with the word gay in front. Posts every 20 minutes. Click this to get $10 credit for a server: https://t.co/xHHGhYKJLJ,https://t.co/xHHGhYKJLJ,3,0,2,0,0,3,1,0,0,every word is gay,1,1965,2014-06-12,False,12,0,60,151,33,1
MatthewBerryTMR,"I'm @ESPN's Senior Fantasy Analyst, the NY Times Best Selling Author of Fantasy Life & founder of @FantasyLifeApp. I'm just as surprised as you at all of it.",https://t.co/o1Gxn0JCGc,3,3,3,3,1,3,0,0,1,Matthew Berry,0,1578,2009-02-15,False,13,0,28,155,28,1
Schnyder2885,ayang University studen,,0,1,0,2,0,0,1,0,0,Marielle Schnyder,1,175,2016-10-02,True,10,4,5,21,47,0
AmitabhBachan,A place for fans to connect! Tweeting from Mumbai and the world! #Bollywood #India #Parody,,3,0,3,0,0,1,0,0,0,Amitabh Bachan,0,1988,2009-03-06,False,11,0,49,88,31,0
KirkCousins8,Business Inquiries: Luke Munson luke@lwsports.net,https://t.co/P3FQQQxAox,3,2,3,1,1,1,0,0,1,Kirk Cousins,0,1616,2011-09-09,True,10,1,8,47,38,1
kfusion13,"For someone who Hardly tweets, how does my Bio matter :D",,1,2,0,1,0,0,0,0,0,kaushik kumar,0,453,2011-12-09,True,7,2,3,54,51,0
Fancypants6047,,,0,2,0,1,0,0,1,0,1,Fancypants,1,256,2017-01-13,True,12,4,7,1,40,0
